Gene ID	Gene name	Infection/Control : logFC	Infection/Control : logCPM	Infection/Control : PValue	Infection/Control : QValue
ENSMUSG00000082361	Btc	1.50	0.59	0.03	0.18
ENSMUSG00000034981	Parm1	-0.31	5.69	0.21	0.75
ENSMUSG00000106917	Gm7832	1.10	-0.48	0.24	0.80
ENSMUSG00000107337	Gm43596	2.74	-2.67	0.77	1.00
ENSMUSG00000029397	Rchy1	0.35	5.62	0.17	0.65
ENSMUSG00000102644	Thap6	-0.03	1.40	1.00	1.00
ENSMUSG00000029403	Cdkl2	-0.49	5.11	0.06	0.35
ENSMUSG00000097479	Gm26582	-2.59	-2.05	0.23	0.79
ENSMUSG00000029405	G3bp2	0.41	7.92	0.29	0.91
ENSMUSG00000029407	Uso1	-0.22	6.12	0.49	1.00
ENSMUSG00000084111	Gm15710	-0.38	5.74	0.32	0.95
ENSMUSG00000029410	Ppef2	-0.51	-0.20	0.79	1.00
ENSMUSG00000029413	Naaa	0.74	4.25	0.00	0.01
ENSMUSG00000029415	Sdad1	0.43	5.05	0.05	0.30
ENSMUSG00000029417	Cxcl9	5.89	5.34	0.00	0.00
ENSMUSG00000034842	Art3	0.79	2.42	0.01	0.09
ENSMUSG00000034855	Cxcl10	6.10	8.60	0.00	0.00
ENSMUSG00000060183	Cxcl11	6.11	4.82	0.00	0.00
ENSMUSG00000082068	Gm2673	1.52	-2.89	1.00	1.00
ENSMUSG00000034826	Nup54	0.38	2.95	0.34	0.97
ENSMUSG00000029426	Scarb2	0.71	7.65	0.00	0.00
ENSMUSG00000057068	Fam47e	-0.20	-0.40	0.95	1.00
ENSMUSG00000047963	Stbd1	0.18	-0.48	1.00	1.00
ENSMUSG00000050050	Ccdc158	-1.24	-1.00	0.21	0.76
ENSMUSG00000029381	Shroom3	0.31	2.31	0.56	1.00
ENSMUSG00000097135	4932430I15Rik	1.61	-2.52	0.75	1.00
ENSMUSG00000106930	Gm6450	0.48	3.32	0.18	0.68
ENSMUSG00000045314	Sowahb	0.30	4.36	0.45	1.00
ENSMUSG00000058013	Sept11	-0.51	7.12	0.00	0.05
ENSMUSG00000063015	Ccni	0.07	7.14	0.93	1.00
ENSMUSG00000083700	Gm2986	0.31	3.91	0.54	1.00
ENSMUSG00000029384	2010109A12Rik	-1.27	-1.20	0.17	0.67
ENSMUSG00000029385	Ccng2	0.25	4.29	0.49	1.00
ENSMUSG00000053208	Kat2b-ps	-0.02	1.83	1.00	1.00
ENSMUSG00000095074	Gm3139	-0.33	-2.17	1.00	1.00
ENSMUSG00000096617	Gm5559	-0.13	4.01	0.84	1.00
ENSMUSG00000023078	Cxcl13	4.98	3.20	0.00	0.00
ENSMUSG00000107092	Gm7993	0.11	0.03	1.00	1.00
ENSMUSG00000034724	Cnot6l	0.34	6.00	0.25	0.83
ENSMUSG00000090468	Gm2840	0.53	-2.72	1.00	1.00
ENSMUSG00000029486	Mrpl1	0.52	4.23	0.05	0.27
ENSMUSG00000034687	Fras1	-0.61	3.62	0.07	0.36
ENSMUSG00000029484	Anxa3	1.63	5.02	0.00	0.00
ENSMUSG00000104955	1700016F12Rik	4.36	-2.27	0.12	0.55
ENSMUSG00000106319	Gm42601	1.51	-2.89	1.00	1.00
ENSMUSG00000105283	Gm33370	1.99	-1.25	0.07	0.37
ENSMUSG00000106357	Gm8013	-0.29	-1.56	1.00	1.00
ENSMUSG00000105006	Gm9484	1.49	-0.22	0.16	0.63
ENSMUSG00000034663	Bmp2k	1.34	4.59	0.00	0.00
ENSMUSG00000055725	Paqr3	0.56	1.73	0.36	1.00
ENSMUSG00000104736	Gm43146	-0.17	-1.92	1.00	1.00
ENSMUSG00000105850	Gm2861	0.13	-2.59	1.00	1.00
ENSMUSG00000067161	Gm5560	0.26	0.16	0.84	1.00
ENSMUSG00000104717	Gm33969	-2.48	-2.80	0.88	1.00
ENSMUSG00000046000	Naa11	-2.99	-2.72	0.65	1.00
ENSMUSG00000097516	4930467D21Rik	-1.69	-2.89	1.00	1.00
ENSMUSG00000029338	Antxr2	1.71	1.23	0.00	0.01
ENSMUSG00000035456	Prdm8	-0.40	4.52	0.20	0.72
ENSMUSG00000029337	Fgf5	0.22	-0.53	1.00	1.00
ENSMUSG00000057816	1700007G11Rik	-0.63	-0.12	0.49	1.00
ENSMUSG00000106273	Gm43767	1.51	-2.89	1.00	1.00
ENSMUSG00000029335	Bmp3	-0.78	2.80	0.04	0.24
ENSMUSG00000029334	Prkg2	-0.74	4.07	0.00	0.02
ENSMUSG00000105579	Gm43251	-0.92	-2.27	0.88	1.00
ENSMUSG00000089809	Rasgef1b	0.05	5.46	0.99	1.00
ENSMUSG00000105686	Gm43252	-0.32	-1.36	0.93	1.00
ENSMUSG00000104753	Gm43253	-1.72	-2.88	1.00	1.00
ENSMUSG00000090006	Gm16227	0.05	-0.35	1.00	1.00
ENSMUSG00000105218	Gm43248	0.21	1.29	0.88	1.00
ENSMUSG00000104731	Gm43249	1.39	-2.89	1.00	1.00
ENSMUSG00000105078	Gm42691	-0.68	-2.16	0.93	1.00
ENSMUSG00000000568	Hnrnpd	0.07	6.96	0.90	1.00
ENSMUSG00000035364	4930524J08Rik	0.00	0.81	1.00	1.00
ENSMUSG00000029328	Hnrnpdl	0.65	8.23	0.01	0.05
ENSMUSG00000029326	Enoph1	-0.58	5.26	0.02	0.12
ENSMUSG00000050640	Tmem150c	-0.16	4.93	0.70	1.00
ENSMUSG00000100157	2310034O05Rik	-0.14	-1.43	1.00	1.00
ENSMUSG00000035325	Sec31a	0.04	6.32	0.98	1.00
ENSMUSG00000097772	5430416N02Rik	0.81	3.25	0.00	0.03
ENSMUSG00000035310	Lin54	0.08	3.25	0.96	1.00
ENSMUSG00000105181	Gm19620	-1.99	-2.32	0.66	1.00
ENSMUSG00000035297	Cops4	0.22	6.46	0.39	1.00
ENSMUSG00000029322	Plac8	6.05	5.82	0.00	0.00
ENSMUSG00000104993	Gm43510	-1.74	-2.88	1.00	1.00
ENSMUSG00000029319	Coq2	0.11	5.13	0.82	1.00
ENSMUSG00000035273	Hpse	3.00	1.41	0.00	0.00
ENSMUSG00000035266	Helq	0.07	2.62	0.99	1.00
ENSMUSG00000016833	Mrps18c	0.16	4.74	0.78	1.00
ENSMUSG00000035234	Fam175a	0.02	2.14	1.00	1.00
ENSMUSG00000105755	Gm43514	-0.22	-2.80	1.00	1.00
ENSMUSG00000029314	Gpat3	0.20	2.65	0.72	1.00
ENSMUSG00000105965	Cycs-ps2	1.57	-1.78	0.41	1.00
ENSMUSG00000035187	Nkx6-1	-0.40	0.88	0.77	1.00
ENSMUSG00000106164	Gm43270	-0.70	-0.33	0.59	1.00
ENSMUSG00000029330	Cds1	0.01	6.59	1.00	1.00
ENSMUSG00000043940	Wdfy3	-0.18	7.14	0.57	1.00
ENSMUSG00000106492	Gm29707	0.26	-1.43	0.98	1.00
ENSMUSG00000105088	Gm17978	1.63	-1.68	0.61	1.00
ENSMUSG00000106189	Gm42933	-0.19	5.85	0.60	1.00
ENSMUSG00000106295	Gm42932	-2.51	-2.80	0.88	1.00
ENSMUSG00000057315	Arhgap24	0.84	3.39	0.00	0.04
ENSMUSG00000046709	Mapk10	-0.39	7.56	0.07	0.36
ENSMUSG00000105253	Gm42522	-0.14	-1.73	1.00	1.00
ENSMUSG00000104684	5430427N15Rik	0.30	-1.38	0.98	1.00
ENSMUSG00000034573	Ptpn13	0.08	2.39	0.97	1.00
ENSMUSG00000029321	Slc10a6	5.78	1.81	0.00	0.00
ENSMUSG00000029320	1700016H13Rik	2.24	-1.98	0.12	0.52
ENSMUSG00000029313	Aff1	1.58	4.31	0.00	0.00
ENSMUSG00000029312	Klhl8	-0.47	4.08	0.26	0.84
ENSMUSG00000034528	Hsd17b13	2.41	-1.37	0.16	0.65
ENSMUSG00000029311	Hsd17b11	0.01	5.41	1.00	1.00
ENSMUSG00000029310	Nudt9	0.18	5.18	0.59	1.00
ENSMUSG00000091034	Gm17660	-0.47	-0.91	0.83	1.00
ENSMUSG00000029309	Sparcl1	-0.61	10.55	0.00	0.01
ENSMUSG00000053268	Dspp	-1.44	-1.91	0.66	1.00
ENSMUSG00000029307	Dmp1	0.09	0.77	1.00	1.00
ENSMUSG00000029306	Ibsp	-1.08	-1.07	0.29	0.90
ENSMUSG00000053863	Mepe	2.16	-2.81	0.84	1.00
ENSMUSG00000029304	Spp1	1.35	4.74	0.00	0.00
ENSMUSG00000034462	Pkd2	-0.30	4.76	0.29	0.90
ENSMUSG00000079065	BC005561	-0.36	6.91	0.15	0.60
ENSMUSG00000097392	D930016D06Rik	-0.14	4.94	0.71	1.00
ENSMUSG00000048334	Gm8258	0.31	1.38	0.74	1.00
ENSMUSG00000072774	Zfp951	0.32	1.32	0.61	1.00
ENSMUSG00000029299	Abcg3	-0.58	-0.67	0.63	1.00
ENSMUSG00000106392	Gm5870	-0.14	-2.08	1.00	1.00
ENSMUSG00000034438	Gbp8	5.23	2.96	0.00	0.00
ENSMUSG00000029298	Gbp9	4.46	4.14	0.00	0.00
ENSMUSG00000079363	Gbp4	5.20	5.85	0.00	0.00
ENSMUSG00000105096	Gbp10	6.71	-0.81	0.00	0.00
ENSMUSG00000104713	Gbp6	5.56	7.59	0.00	0.00
ENSMUSG00000092021	Gbp11	4.87	3.39	0.00	0.00
ENSMUSG00000097237	Gm26519	1.10	-0.96	0.27	0.86
ENSMUSG00000106438	Gm42749	2.56	-1.82	0.05	0.29
ENSMUSG00000070639	Lrrc8b	0.04	5.59	0.99	1.00
ENSMUSG00000054720	Lrrc8c	0.27	5.23	0.44	1.00
ENSMUSG00000085771	C230066G23Rik	0.77	0.18	0.36	1.00
ENSMUSG00000046079	Lrrc8d	0.35	5.18	0.14	0.58
ENSMUSG00000067058	Rps15a-ps5	0.72	4.72	0.00	0.02
ENSMUSG00000094708	Gm10359	1.52	-2.89	1.00	1.00
ENSMUSG00000029290	Zfp326	-0.11	5.87	0.84	1.00
ENSMUSG00000105129	Gm19566	-2.47	-2.80	0.84	1.00
ENSMUSG00000105600	Gm5987	-0.09	-1.89	1.00	1.00
ENSMUSG00000034384	Barhl2	0.26	2.44	0.74	1.00
ENSMUSG00000097018	Gm26872	-0.75	-2.33	0.92	1.00
ENSMUSG00000099061	Gm28050	0.03	2.10	1.00	1.00
ENSMUSG00000101237	Gm29464	1.52	-2.89	1.00	1.00
ENSMUSG00000049606	Zfp644	-0.10	6.87	0.78	1.00
ENSMUSG00000043410	Hfm1	-0.18	1.17	0.88	1.00
ENSMUSG00000029283	Cdc7	-1.02	3.32	0.00	0.03
ENSMUSG00000106554	Gm43419	-2.52	-2.80	0.88	1.00
ENSMUSG00000029287	Tgfbr3	0.50	3.78	0.14	0.59
ENSMUSG00000029279	Brdt	0.37	4.08	0.19	0.71
ENSMUSG00000081798	Gm8152	-2.39	-2.44	0.47	1.00
ENSMUSG00000033805	Ephx4	-0.62	4.43	0.02	0.17
ENSMUSG00000033794	Lpcat2b	1.95	-2.45	0.66	1.00
ENSMUSG00000110859	Btbd8	0.94	-2.65	0.90	1.00
ENSMUSG00000111375	A830010M20Rik	-0.18	0.61	0.88	1.00
ENSMUSG00000089628	Gm9727	-0.16	-0.27	1.00	1.00
ENSMUSG00000106631	Gm42669	-0.46	-1.30	0.93	1.00
ENSMUSG00000089798	1700028K03Rik	0.91	1.60	0.12	0.53
ENSMUSG00000029276	Glmn	-0.11	4.34	0.92	1.00
ENSMUSG00000033773	Rpap2	-0.04	3.86	1.00	1.00
ENSMUSG00000097035	Gm26692	-1.47	-1.63	0.63	1.00
ENSMUSG00000029275	Gfi1	4.41	-1.18	0.00	0.00
ENSMUSG00000090030	A430072P03Rik	-0.95	-2.72	1.00	1.00
ENSMUSG00000011831	Evi5	-0.39	6.09	0.07	0.37
ENSMUSG00000063447	Ube2d2b	-1.12	-2.73	1.00	1.00
ENSMUSG00000058558	Rpl5	0.44	7.04	0.05	0.31
ENSMUSG00000029270	Fam69a	-0.03	4.40	1.00	1.00
ENSMUSG00000084855	Gm9850	1.51	-2.89	1.00	1.00
ENSMUSG00000096920	Rps19-ps8	3.03	-2.02	0.09	0.46
ENSMUSG00000029267	Mtf2	-0.22	5.79	0.53	1.00
ENSMUSG00000063406	Tmed5	0.32	5.27	0.33	0.96
ENSMUSG00000056531	Ccdc18	-0.40	1.87	0.55	1.00
ENSMUSG00000105554	Gm7118	1.51	-2.89	1.00	1.00
ENSMUSG00000105188	Gm8190	-0.35	-2.52	1.00	1.00
ENSMUSG00000029265	Dr1	0.25	5.13	0.40	1.00
ENSMUSG00000029263	Pigg	-0.23	2.68	0.62	1.00
ENSMUSG00000104904	9330198I05Rik	0.21	-1.17	1.00	1.00
ENSMUSG00000106304	Gm42518	-1.39	-0.58	0.21	0.76
ENSMUSG00000105867	Gm42517	-0.40	3.84	0.20	0.73
ENSMUSG00000072769	Gm10419	-0.28	5.99	0.38	1.00
ENSMUSG00000029491	Pde6b	1.56	0.02	0.07	0.38
ENSMUSG00000050856	Atp5k	-0.46	7.72	0.01	0.09
ENSMUSG00000029490	Mfsd7a	2.19	0.12	0.00	0.00
ENSMUSG00000033623	Pcgf3	0.08	5.06	0.89	1.00
ENSMUSG00000060730	Gm10086	-0.08	5.87	0.95	1.00
ENSMUSG00000033615	Cplx1	-0.13	8.49	0.83	1.00
ENSMUSG00000062234	Gak	0.32	6.35	0.24	0.81
ENSMUSG00000013495	Tmem175	-0.30	5.09	0.38	1.00
ENSMUSG00000004815	Dgkq	-0.02	4.96	1.00	1.00
ENSMUSG00000033540	Idua	0.03	3.10	1.00	1.00
ENSMUSG00000046959	Slc26a1	-0.89	0.06	0.26	0.86
ENSMUSG00000008090	Fgfrl1	1.11	4.96	0.00	0.00
ENSMUSG00000105808	Gm42627	-2.37	-2.15	0.32	0.95
ENSMUSG00000093725	Gm18595	1.53	-2.89	1.00	1.00
ENSMUSG00000093545	Gm5871	0.39	2.84	0.34	0.98
ENSMUSG00000093543	Gm8473	-3.33	-2.65	0.42	1.00
ENSMUSG00000106028	Gm8493	-1.74	-2.88	1.00	1.00
ENSMUSG00000033467	Crlf2	0.85	5.12	0.00	0.00
ENSMUSG00000072763	5430403G16Rik	-0.81	0.89	0.20	0.74
ENSMUSG00000072762	4930522L14Rik	0.10	-0.38	1.00	1.00
ENSMUSG00000049477	Gm8508	3.04	-2.65	0.43	1.00
ENSMUSG00000105471	A430073D23Rik	-0.46	-0.91	0.77	1.00
ENSMUSG00000097140	Gm26779	-1.86	-1.92	0.47	1.00
ENSMUSG00000097489	Gm26808	-2.43	-1.87	0.13	0.57
ENSMUSG00000090015	Gm15446	-0.40	4.46	0.13	0.56
ENSMUSG00000097863	1010001B22Rik	-0.76	-1.20	0.63	1.00
ENSMUSG00000066613	Zfp932	-0.40	3.65	0.19	0.70
ENSMUSG00000090963	Gm17655	0.01	-0.51	1.00	1.00
ENSMUSG00000109771	Gm35315	-1.19	-1.04	0.39	1.00
ENSMUSG00000064247	Plcxd1	-0.36	2.42	0.60	1.00
ENSMUSG00000033434	Gtpbp6	0.45	4.46	0.81	1.00
ENSMUSG00000023284	Zfp605	0.16	2.37	0.79	1.00
ENSMUSG00000081865	Gm15484	-0.09	-2.22	1.00	1.00
ENSMUSG00000014668	Chfr	-0.13	5.82	0.74	1.00
ENSMUSG00000086247	Gm15787	-0.23	-2.38	1.00	1.00
ENSMUSG00000029502	Golga3	-0.03	5.20	1.00	1.00
ENSMUSG00000104720	Gm43138	0.09	2.33	0.97	1.00
ENSMUSG00000029501	Ankle2	0.45	5.13	0.04	0.26
ENSMUSG00000029500	Pgam5	0.37	5.63	0.88	1.00
ENSMUSG00000097367	Gm26718	0.28	-2.73	1.00	1.00
ENSMUSG00000029499	Pxmp2	0.52	2.98	0.14	0.59
ENSMUSG00000007080	Pole	0.89	0.87	0.09	0.44
ENSMUSG00000029503	P2rx2	1.69	-2.51	0.73	1.00
ENSMUSG00000072754	Lrcol1	1.52	-2.89	1.00	1.00
ENSMUSG00000043323	Fbrsl1	0.14	5.19	0.79	1.00
ENSMUSG00000097904	Gm26711	-0.04	-1.20	1.00	1.00
ENSMUSG00000048215	A630023P12Rik	0.38	-0.28	0.76	1.00
ENSMUSG00000033316	Galnt9	-0.21	5.17	0.75	1.00
ENSMUSG00000033294	Noc4l	0.63	4.12	0.01	0.11
ENSMUSG00000029504	Ddx51	-0.30	2.89	0.48	1.00
ENSMUSG00000105161	Gm42595	0.60	2.67	0.16	0.64
ENSMUSG00000029505	Ep400	0.07	6.72	0.89	1.00
ENSMUSG00000029507	Pus1	0.15	3.07	0.85	1.00
ENSMUSG00000097152	Gm26515	0.42	-0.58	0.73	1.00
ENSMUSG00000029512	Ulk1	0.27	6.06	0.43	1.00
ENSMUSG00000043510	Hscb	0.14	3.30	0.84	1.00
ENSMUSG00000029521	Chek2	-0.42	1.39	0.43	1.00
ENSMUSG00000104602	Gm42779	1.21	-2.34	0.70	1.00
ENSMUSG00000033209	Ttc28	0.05	5.34	0.97	1.00
ENSMUSG00000081104	Gm15989	-1.10	-2.51	0.98	1.00
ENSMUSG00000050017	Pitpnb	-0.07	5.09	0.92	1.00
ENSMUSG00000070576	Mn1	-0.59	3.73	0.07	0.39
ENSMUSG00000052848	C130026L21Rik	-0.59	1.92	0.11	0.51
ENSMUSG00000104833	Gm42489	-2.77	-2.32	0.27	0.87
ENSMUSG00000085271	E130006D01Rik	-0.22	-1.10	0.97	1.00
ENSMUSG00000106060	Gm42488	2.13	-2.02	0.12	0.54
ENSMUSG00000097767	Miat	-0.77	6.39	0.00	0.02
ENSMUSG00000097986	Gm26953	-1.45	-1.96	0.51	1.00
ENSMUSG00000066975	Cryba4	2.17	0.88	0.00	0.00
ENSMUSG00000029343	Crybb1	0.96	1.72	0.02	0.17
ENSMUSG00000029344	Tpst2	0.78	5.03	0.00	0.00
ENSMUSG00000029345	Tfip11	0.38	4.56	0.57	1.00
ENSMUSG00000029346	Srrd	0.51	3.36	0.78	1.00
ENSMUSG00000042328	Hps4	-0.41	3.83	0.14	0.58
ENSMUSG00000051503	Gm6583	1.74	-2.51	0.85	1.00
ENSMUSG00000029348	Asphd2	-0.27	6.04	0.54	1.00
ENSMUSG00000058153	Sez6l	-0.07	6.07	0.90	1.00
ENSMUSG00000072722	Gm6588	1.10	-2.65	0.99	1.00
ENSMUSG00000098027	Gm27004	-0.22	1.05	0.94	1.00
ENSMUSG00000097962	1700034G24Rik	-4.08	-2.44	0.52	1.00
ENSMUSG00000105152	Gm42864	-1.36	-1.22	0.21	0.75
ENSMUSG00000104807	Gm42865	-0.30	-0.56	0.90	1.00
ENSMUSG00000072720	Myo18b	0.66	0.16	0.59	1.00
ENSMUSG00000042249	Grk3	-0.32	6.31	0.14	0.58
ENSMUSG00000042240	Crybb2	2.74	-2.67	0.77	1.00
ENSMUSG00000105406	Gm43247	1.87	-1.46	0.15	0.60
ENSMUSG00000029352	Crybb3	0.74	-0.04	0.30	0.92
ENSMUSG00000051339	2900026A02Rik	-0.19	4.07	0.64	1.00
ENSMUSG00000042216	Sgsm1	-0.35	5.89	0.27	0.86
ENSMUSG00000053873	Aym1	-1.41	-2.26	0.59	1.00
ENSMUSG00000063430	Wscd2	-0.71	6.01	0.00	0.01
ENSMUSG00000042190	Cmklr1	3.22	4.06	0.00	0.00
ENSMUSG00000042184	1700069L16Rik	-3.63	-2.58	0.30	0.92
ENSMUSG00000053334	Ficd	0.13	3.20	0.84	1.00
ENSMUSG00000018974	Sart3	0.21	5.77	0.48	1.00
ENSMUSG00000105031	Gm3511	0.40	3.69	0.33	0.96
ENSMUSG00000025825	Iscu	0.20	6.02	0.49	1.00
ENSMUSG00000054675	Tmem119	1.38	3.89	0.00	0.00
ENSMUSG00000104972	Gm19931	2.16	-2.81	0.84	1.00
ENSMUSG00000048163	Selplg	1.30	4.72	0.00	0.00
ENSMUSG00000004530	Coro1c	0.70	5.97	0.02	0.17
ENSMUSG00000105664	Gm42797	-0.72	-2.58	1.00	1.00
ENSMUSG00000042121	Ssh1	0.11	5.23	0.86	1.00
ENSMUSG00000042096	Dao	-0.11	3.39	0.88	1.00
ENSMUSG00000042078	Svop	-0.30	6.17	0.26	0.85
ENSMUSG00000029592	Usp30	-0.01	4.50	1.00	1.00
ENSMUSG00000044339	Alkbh2	-0.17	1.77	1.00	1.00
ENSMUSG00000029591	Ung	0.75	2.13	0.08	0.42
ENSMUSG00000042010	Acacb	0.08	2.11	1.00	1.00
ENSMUSG00000084243	Gm13784	-0.96	-2.72	1.00	1.00
ENSMUSG00000042002	Foxn4	2.01	-2.81	1.00	1.00
ENSMUSG00000066952	Myo1h	1.39	0.01	0.16	0.64
ENSMUSG00000001098	Kctd10	0.93	4.52	0.37	1.00
ENSMUSG00000029577	Ube3b	-0.41	5.64	0.08	0.40
ENSMUSG00000029575	Mmab	-0.48	3.91	0.08	0.40
ENSMUSG00000041939	Mvk	-0.41	3.83	0.18	0.68
ENSMUSG00000041930	Fam222a	-0.23	3.64	0.56	1.00
ENSMUSG00000014158	Trpv4	0.24	1.91	0.80	1.00
ENSMUSG00000011884	Gltp	0.31	5.63	0.22	0.77
ENSMUSG00000002486	Tchp	-0.10	3.79	0.88	1.00
ENSMUSG00000041890	Git2	0.24	6.34	0.53	1.00
ENSMUSG00000041870	Ankrd13a	1.01	5.20	0.00	0.00
ENSMUSG00000072694	1500011B03Rik	0.19	5.95	0.60	1.00
ENSMUSG00000092486	2610524H06Rik	0.33	3.13	0.35	0.98
ENSMUSG00000029564	4930519G04Rik	-2.43	-2.80	0.88	1.00
ENSMUSG00000107108	Gm9936	2.00	-2.07	0.29	0.90
ENSMUSG00000029561	Oasl2	5.41	7.37	0.00	0.00
ENSMUSG00000041827	Oasl1	5.67	5.40	0.00	0.00
ENSMUSG00000029559	2210016L21Rik	-0.32	6.81	0.12	0.53
ENSMUSG00000029550	Sppl3	0.11	6.78	0.83	1.00
ENSMUSG00000086167	Gm13827	1.31	-2.58	0.72	1.00
ENSMUSG00000072693	Gm10401	0.56	-2.17	1.00	1.00
ENSMUSG00000072692	Rpl37rt	0.07	8.68	0.89	1.00
ENSMUSG00000029545	Acads	0.34	3.26	0.52	1.00
ENSMUSG00000046562	Unc119b	0.15	3.26	0.82	1.00
ENSMUSG00000048578	Mlec	-0.10	5.08	0.88	1.00
ENSMUSG00000029544	Cabp1	-0.69	6.62	0.00	0.01
ENSMUSG00000083182	Gm13828	-0.31	-0.77	0.95	1.00
ENSMUSG00000060152	Pop5	-0.35	5.93	0.18	0.68
ENSMUSG00000041740	Rnf10	-0.13	5.78	0.75	1.00
ENSMUSG00000083875	Gm13831	1.51	-2.89	1.00	1.00
ENSMUSG00000041733	Coq5	-0.32	5.50	0.17	0.65
ENSMUSG00000009013	Dynll1	-0.50	7.27	0.03	0.19
ENSMUSG00000086368	Gm13830	-0.68	1.03	0.27	0.86
ENSMUSG00000029538	Srsf9	-0.23	6.23	0.47	1.00
ENSMUSG00000029536	Gatc	-0.53	3.91	0.04	0.24
ENSMUSG00000029535	Triap1	0.37	4.20	0.28	0.88
ENSMUSG00000041697	Cox6a1	-0.04	8.53	1.00	1.00
ENSMUSG00000107288	Gm42903	-2.51	-2.80	0.88	1.00
ENSMUSG00000086352	4930401G09Rik	1.53	-2.89	1.00	1.00
ENSMUSG00000087292	Gm13832	0.54	-2.72	1.00	1.00
ENSMUSG00000054256	Msi1	-0.16	4.73	0.73	1.00
ENSMUSG00000029522	Pla2g1b	-10.45	3.80	0.01	0.07
ENSMUSG00000029524	Sirt4	-0.78	3.73	0.01	0.10
ENSMUSG00000029528	Pxn	0.47	4.63	0.19	0.72
ENSMUSG00000086849	Gm13840	0.86	-1.44	0.63	1.00
ENSMUSG00000067274	Rplp0	0.60	6.76	0.00	0.02
ENSMUSG00000041638	Gcn1l1	-0.52	4.90	0.03	0.21
ENSMUSG00000107121	1110006O24Rik	0.14	-0.34	1.00	1.00
ENSMUSG00000029518	Rab35	0.14	5.76	0.70	1.00
ENSMUSG00000041609	Bicdl1	-0.44	4.21	0.10	0.46
ENSMUSG00000029516	Cit	-0.73	7.86	0.00	0.00
ENSMUSG00000029513	Prkab1	0.61	3.87	0.02	0.15
ENSMUSG00000079278	Tmem233	-1.20	-2.33	0.84	1.00
ENSMUSG00000043913	Ccdc60	0.03	0.01	1.00	1.00
ENSMUSG00000086715	B230112J18Rik	-1.14	-2.06	0.52	1.00
ENSMUSG00000086945	4930562A09Rik	1.39	-2.89	1.00	1.00
ENSMUSG00000041548	Hspb8	1.95	6.48	0.00	0.00
ENSMUSG00000063919	Srrm4	-0.39	5.16	0.08	0.41
ENSMUSG00000106914	Gm42854	-2.98	-2.72	0.65	1.00
ENSMUSG00000107369	Gstm2-ps1	0.73	-1.73	0.87	1.00
ENSMUSG00000107237	Gm29926	-1.72	-2.88	1.00	1.00
ENSMUSG00000107327	Gm7478	-0.93	-1.61	0.47	1.00
ENSMUSG00000066900	Suds3	-0.17	6.59	0.67	1.00
ENSMUSG00000061288	Taok3	-0.21	7.41	0.42	1.00
ENSMUSG00000032959	Pebp1	-0.15	7.35	0.64	1.00
ENSMUSG00000097163	BC051077	-4.31	-2.38	0.20	0.73
ENSMUSG00000066894	Vsig10	0.81	1.62	0.02	0.16
ENSMUSG00000081274	Gm15727	0.21	-0.61	0.97	1.00
ENSMUSG00000029364	Wsb2	0.29	7.18	0.79	1.00
ENSMUSG00000029363	Rfc5	0.02	3.20	1.00	1.00
ENSMUSG00000086075	Gm15728	-0.17	2.72	0.79	1.00
ENSMUSG00000061578	Ksr2	-0.36	5.86	0.09	0.46
ENSMUSG00000029361	Nos1	-0.57	5.55	0.02	0.16
ENSMUSG00000032898	Fbxo21	0.16	6.47	0.65	1.00
ENSMUSG00000029359	Tesc	-0.75	5.83	0.00	0.02
ENSMUSG00000032867	Fbxw8	0.12	4.48	0.84	1.00
ENSMUSG00000046607	Hrk	-0.02	6.45	1.00	1.00
ENSMUSG00000032850	Rnft2	-0.61	4.57	0.02	0.13
ENSMUSG00000032840	2410131K14Rik	0.53	3.92	0.05	0.30
ENSMUSG00000106812	Gm28563	-0.47	-1.92	0.97	1.00
ENSMUSG00000018076	Med13l	0.10	6.71	0.83	1.00
ENSMUSG00000018604	Tbx3	-0.27	2.26	0.63	1.00
ENSMUSG00000086847	Tbx3os2	2.74	-2.73	0.66	1.00
ENSMUSG00000018263	Tbx5	2.77	-2.73	0.78	1.00
ENSMUSG00000029594	Rbm19	0.04	2.85	1.00	1.00
ENSMUSG00000107141	Gm42654	-0.59	-2.22	0.88	1.00
ENSMUSG00000029595	Lhx5	0.32	1.69	0.80	1.00
ENSMUSG00000029596	Sdsl	-0.29	1.84	0.69	1.00
ENSMUSG00000029597	Sds	0.24	-2.27	1.00	1.00
ENSMUSG00000029598	Plbd2	0.46	5.38	0.09	0.45
ENSMUSG00000032754	Slc8b1	1.23	1.57	0.00	0.01
ENSMUSG00000032741	Tpcn1	-0.82	5.06	0.00	0.00
ENSMUSG00000029601	Iqcd	-0.37	-0.17	0.78	1.00
ENSMUSG00000029600	Rita1	-0.51	3.63	0.15	0.62
ENSMUSG00000029599	Ddx54	0.16	4.82	0.69	1.00
ENSMUSG00000094282	Cfap73	1.52	-2.89	1.00	1.00
ENSMUSG00000089830	Gm15749	3.89	-2.45	0.58	1.00
ENSMUSG00000029602	Rasal1	-0.21	4.29	0.66	1.00
ENSMUSG00000029603	Dtx1	-0.21	5.71	0.53	1.00
ENSMUSG00000032690	Oas2	5.14	4.43	0.00	0.00
ENSMUSG00000032661	Oas3	4.48	3.34	0.00	0.00
ENSMUSG00000066867	Oas1e	0.33	-2.58	1.00	1.00
ENSMUSG00000001166	Oas1c	2.01	2.04	0.00	0.00
